Unique ID,Location,Photo link,LINK,Part No,Description,STORE quantity,,
2026144,514,Picture,"https://www.flipkart.com/complete-care-ecg-gel-electrocardiography-physiotherapy-therapeutic-purpose-250-ml-ultrasound-e-c-g-electrotherapy-device/p/itm54038005ce064?pid=ELTHFHAMWUT7WE9D&lid=LSTELTHFHAMWUT7WE9DRDX65H&marketplace=FLIPKART&cmpid=content_electrotherapy_23776838770_g_8965229628_gmc_pla&tgi=sem,1,G,11214002,g,search,,806047554645,,,,c,,,,,,,&entryMethod=23776838770&&cmpid=content_23776838770_gmc_pla&gad_source=1&gad_campaignid=23776838770&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSg0sgBZ8jO_R1sAlNIwqDyncGEXDQlfwZjuuVSYojf4_S1Lp2eXmvBoCXK4QAvD_BwE",,ELECTRODE GEL,2,,
2026145,514,Picture,https://www.amazon.in/Piezoelectric-Sensor-Transducer-mm-Pack/dp/B0CVX2VJ7J/ref=asc_df_B0CVX2VJ7J?mcid=a268c6c08d2835d990fbf78bcc58ff38&tag=googleshopdes-21&linkCode=df0&hvadid=709963085501&hvpos=&hvnetw=g&hvrand=1192484383777494375&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9222932&hvtargid=pla-2293927777182&psc=1&hvocijid=1192484383777494375-B0CVX2VJ7J-&hvexpln=0&gad_source=1,,PIEZOELECTRIC SENSOR,16,,
2026146,515,Picture,https://robocraze.com/products/r307-optical-fingerprint-sensor-module?variant=40193807483033&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&campaignid=22114711878&adgroupid=&keyword=&device=c&gad_source=1&gad_campaignid=22124708836&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSjrxZHJZblfhX8W_ZCenSBT7FF6sZIMX2BRhkgcGfLKfhXD4qTgCjhoCV1QQAvD_BwE,R307,Finger Print Sensor,4,,
2026147,515,Picture,https://amzn.in/d/01w1VFmz,,Joy stick,5,,
2026148,516,Picture,https://zbotic.in/product/rfid-reader-writer-rc522-spi-s50-with-rfid-card-and-tag/?gad_source=1&gad_campaignid=20903026778&gclid=CjwKCAjwvsvTBhBaEiwAmf-3np6Os9_-XHGvqaGWWnhYufFXANi8IV5r3Zdp4VgjUKWpmtRADnhVcBoCWj8QAvD_BwE,,RFID,17,,
2026149,516,Picture,https://robu.in/product/125khz-rfid-card/?gad_source=1&gad_campaignid=20387462343&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nlShP9OdGJSqiHcwTHjCW2_QEzCPrZ5zmE3BqfQvpj6zRmquCxGeGxoC5TwQAvD_BwE,,RFID cards & tags,62,,
2026150,517,Picture,https://www.amazon.in/Robocraze-Ultrasonic-Non-Contact-Resolution-Automation/dp/B01I1ZTPJC?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=AJ6SIZC8YQDZX,SR04,Ultrasonic sensors,114,,
2026151,531,Picture,https://www.amazon.in/Robocraze-Electronic-Electromagnetic-Automation-Anti-Theft/dp/B07N3WTNFR?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=AJ6SIZC8YQDZX,,Solenoid lock ,9,,
2026152,531,,,,JF mini actuator solenoid,2,,
2026153,532,Picture,https://www.amazon.in/Robocraze-Receiver-Gy-Gps6Mv2-Quadcopter-Speedometer/dp/B07N8WQSYV,GY-GPS6MV2,GPS module,4,,
2026154,533,Picture,https://amzn.in/d/0jgacxXP,,GSM module,6,,
2026155,534,,,MPU6050,3 axis,2,,
2026156,534,Picture,https://robu.in/product/mpu-6050-gyro-sensor-2-accelerometer/?gad_source=1&gad_campaignid=21296336107&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSnA2yIlY9T_BhQ2_QGnsHnzJZPcy_Ip42bwJH5GKuALi2gB0OYlkVRoCpV8QAvD_BwE,MPU6050,6 axis,7,,
2026157,534,Picture,https://robocraze.com/products/mpu-6050-triple-axis-accelerometer-gyroscope-module?variant=40192322011289&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=googleads&utm_medium=ppc&utm_campaign=23745897046&utm_content=_&utm_term=&campaignid=23745897046&adgroupid=&campaign=23745897046&gad_source=1&gad_campaignid=23741269169&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSgikrrTVAMqDMRvH8OPIOIwtZVbRlX3QTAz4lsQGHw5tqHyANkeGJhoCZgoQAvD_BwE,MPU6500,9 axis,0,,
2026158,535,,,,Step up boost conv 3608,2,,
2026159,535,Picture,https://robocraze.com/products/lm2596-dc-dc-buck-module,LM2596,Buck converter,11,,
2026160,536,Picture,https://www.myinnovation.in/product-page/microphone-sensor?utm_source=google&utm_medium=wix_google_feed&utm_campaign=freelistings&srsltid=AfmBOorAmY4wxJAy6-xpVkYCHAAvlq6lKZkH59qBjmanMffOulJx4q27XSU,LM393-Module,Mic module Sound,51,,
2026161,537,Picture,https://robu.in/product/bmp180-digital-barometric-pressure-sensor-board-module-arduino-compatible-2/,BMP 180,Pressure Sensor,31,,
2026162,537,,,BMP280,Pressure Sensor,53,,
2026163,538,Picture,https://robu.in/product/4x3-matrix-membrane-switch-keypad-arduino-arm-mcu/,,4*3 Keypad,8,,
2026164,539,Picture,https://robocraze.com/products/high-sensitivity-water-sensor-compatible-with-arduino?variant=40194363523225&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=google&utm_medium=cpc&utm_campaign=BL+%7C+Pmax+%7C+Feed+Only+%7C+All+Products+%7C+Top+5+Cities+%7C22%2F06&utm_source=googleads&utm_medium=ppc&utm_campaign=21400046529&utm_content=_&utm_term=&campaignid=21400046529&adgroupid=&campaign=21400046529&gad_source=1&gad_campaignid=21406494659&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nk6FqQU3l5AQR_UApFdvd1ar5x75e_XQHxnY5J9O6N5PpPzO8r__dRoCP70QAvD_BwE,,WATER LEVEL SENSORS,88,,
2026165,541,Picture,https://robu.in/product/original-jhd539-16x4-character-lcd-display-with-white-backlight/?gad_source=1&gad_campaignid=17416544847&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSh75wregtf1bYmj_jVHETzBKRAtkL_9BqvAtj-SCKekvAYnZ_L21rhoCM64QAvD_BwE,,LCD display big(16x4),6,,
2026166,541,Picture,https://robocraze.com/products/original-jhd-16-2-character-lcd-display-blue?variant=42487461740768&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&campaignid=23607785032&adgroupid=&keyword=&device=c&gad_source=1&gad_campaignid=23597632947&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSjMw6rmKJD9LbstZS4DU-GN2JrfhLarm3ZEfaK8SQbL_aAVl08NVKxoC61gQAvD_BwE,,LCD display small (16x2),65,,
2026167,541,Picture,https://roboticsdna.in/product/i2c-module-for-162-lcd-204-lcd/?src=google&kwd=&adgroup={adgroup}&device=c&campaign={campaign}&adgroup={adgroup}&keyword=&matchtype=&gad_source=1&gad_campaignid=23316242547&gclid=CjwKCAjw4dDTBhAqEiwAkHYmSoOU9Hrw_L2WJIo_2aLx4yeq1YPqIjsfZxwKsXZ1J8x7v507J51UHRoCxDUQAvD_BwE,, I2C module ,10,,
2026168,5310,Picture,https://www.flyrobo.in/max30102-blood-oxygen-heartbeat-sensor?tracking=ads&tracking=4a9a9a&gad_source=1&gad_campaignid=17426303996&gclid=CjwKCAjw4dDTBhAqEiwAkHYmShfWgOZZbDWEg02PbZdmJoJOaKJe2FgGCLLAvDNopMFVoaWuWakKRxoC40IQAvD_BwE,MAX30102,Heartrate Monitoring,13,,
2026169,5310,,,,Pulse sensor heart,14,,
2026170,5310,,,,PulseOx sensor module black,1,,
2026171,5310,,,MAX30205,Heartrate Monitoring,1,,
2026172,44,,,,Launch pad from TI,10,,
2026173,44,,,,MSP430 Microcontroller,1,,
2026174,5310,Picture,https://amzn.in/d/00UU1QsZ,,SpO2 sensor,3,,
2026175,5311,Picture,https://componentstree.com/product/tec1-12715-thermoelectric-15a-peltier-cooler-module/?srsltid=AfmBOopJ_WtJXqfkG5ppIrHFBkxkUY9rKIG3D82rTD6F1mGpQaYG4zNxdAU,,Peltier module,8,,
2026176,5312,Picture,https://www.mouser.in/en/ProductDetail/Leopard-Imaging/LI-ThermalCAM-USB20-057H?qs=HFfMDpzxxd0lsh3dPYzteg%3D%3D&mgh=1&utm_id=22485912139&utm_source=google&utm_medium=cpc&utm_marketing_tactic=apaccorp&gad_source=1&gad_campaignid=22482495752&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-pZHELj6Abv37kUK_l3TRRSjLM27jzEYPXKzGpAfd9QbKjzIBLyWbhoC1jMQAvD_BwE,,Camera module,14,,
2026177,5312,,,ESP32 Camera,cam prgram base board,10,,
2026178,5312,Picture,https://robu.in/product/raspberry-pi-camera-module-3-wide/,,Raspberry Pi camera module,2,,
2026179,5312,,,,Opto coupler,2,,
2026180,5312,Picture,https://www.amazon.in/Techtonics-ESP8266-ESP-01-Wireless-Transceiver/dp/B07QHFS3F4,,ESP serial Wifi Txrx,1,,
2026181,5313,Picture,https://techdelivers.com/LED-42-Strip-Light-12V-DC-42Pcs-SMD-3020-High-Brightness-Energy-Efficient-White-Glow-Sign-Car-Stereo-Mark-Light-Box-Exhibition-Garden-Outdoor-DIY-Heat-Resistant-Long-Lifespan-Compact?tag=3&page=16&srsltid=AfmBOorjqUtBSCP1JWx4_BHujimSDeRz0BwK9fqf5Hzk1PYFVvBt1YP8HDk,WS2812B,RGB LED strip ,1,,
2026182,5314,Picture,https://robocraze.com/products/soil-moisture-sensor-module?variant=40192436109465&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=googleads&utm_medium=ppc&utm_campaign=23745897046&utm_content=_&utm_term=&campaignid=23745897046&adgroupid=&campaign=23745897046&gad_source=1&gad_campaignid=23741269169&gclid=CjwKCAjwvsvTBhBaEiwAmf-3ntEN44X18P2WL4HFDcbxvg6q9F-GkkVfn382tRNjH5Lq1kSDLrPI0BoCF6gQAvD_BwE,,Soil Moisture ,28,,
2026183,5314,Picture,https://robu.in/product/capacitive-soil-moisture-sensor-v2-0/?gad_source=1&gad_campaignid=21296336107&gclid=CjwKCAjwvsvTBhBaEiwAmf-3nrFIVXQAwJCz0eRB91RmVCltmrq2JnKm-MrV40LA28RuHY7UxpLYqxoCWH4QAvD_BwE,,Capacitive soil moisture sensor,3,,
2026184,5314,,,,soil moisture comparator ckt,37,,
2026185,31111,,,2N3904,NPN General Purpose Transistor,166,,
2026186,31112,,,2N3906,PNP General Purpose Transistor,400,,
2026187,31113,,,2N2222,NPN General Purpose Transistor,149,,
2026188,31114,,,TIP42,PNP Power Transistor,1,,
2026189,31114,,,BC107,NPN General Purpose Transistor,600,,
2026190,31115,,,CA3183,NPN Transistors,10,,
2026191,31121,,,BEL 495C,MF NPN,1,,
2026192,31121,,,CA3096,NPN-PNP Transistors,20,,
2026193,31121,,,BT136,TRIAC,12,,
2026194,31121,,,C549C,"NPN BJT, LN",1,,
2026195,31121,,,BC548,NPN BJT,1,,
2026196,31122,,,BD140,PNP BJT,5,,
2026197,31122,,,TIP127,PNP Ic 5A,15,,
2026198,31122,,,TIP122,power transistor,6,,
2026199,31122,,,BD139,medium power BJT,6,,
2026200,31123,,,SK100,PNP Power Transistor,150,,
2026201,31124,,,TIP41C,NPN Ic 6A,30,,
2026202,31125,,,CA3028,Differential Amplifier,70,,
2026203,31131,,,MCP6004,opamp,2,,
2026204,31131,,,NE5532,dual low noise op amp,10,,
2026205,31131,,,TL081,JFET Input Op-Amp,20,,
2026206,31131,,,LF351N,Widebandwidth JFET Opamp,1,,
2026207,31132,,,TLC2272,Low noise Cmos Opamp,5,,
2026208,31132,,,KA319,dual high speed voltage comparator,1,,
2026209,31132,,,TL084,JFET Input Quad Op-Amp,5,,
2026210,31132,Picture,https://quartzcomponents.com/products/tl072-low-noise-dual-jfet-op-amp-ic?srsltid=AfmBOooY9Tcp5Fa3gBVRXTP-PRq3u3gcUkwxmEePsjnJBOQnzJ0R8vZO,TL072,opamp,15,,
2026211,31133,,,OP07,Ultra Low Offset Voltage Op-Amp,15,,
2026212,31133,,,OP27GP,Precision Op-Amp,4,,
2026213,31134,,,LM392,Low Power Operational Amplifier and Comparator,1,,
2026214,31134,,,LM566,general-purpose voltage-controlled oscillator (VCO),1,,
2026215,31134,,,LM339,Quad  Differential Comparator,5,,
2026216,31134,,,LM833,Dual Audio Operational Amplifier,1,,
2026217,31134,,,LF353,opamp,2,,
2026218,31135,,,2N2369,NPN high switching with low power,13,,
2026219,31141,,,OA79,germanium diode,45,,
2026220,31142,,,BY127,diode,40,,
2026221,31143,,,IN5822,Schottkey diode,40,,
2026222,31144,,,2N7000,NMOS ,1,,
2026223,31144,,,IRFZ44N,N channel power MOSFET,4,,
2026224,31144,,,BS170,n channel e-mode MOSFET,4,,
2026225,31144,,,IRFD110,N channel power MOSFET,1,,
2026226,31144,,,IRF510,Nchannel 5.6A 100V,13,,
2026227,31144,,,IRF630,Nchannel 9A 200V,1,,
2026228,31144,,,IRF730,Nchannel 5.5A 400V,2,,
2026229,31144,,,IRF5210,P channel,2,,
2026230,31144,,,IRF9540,Pchannel,5,,
2026231,31145,,,MC34063,monolithic DC to DC converter,1,,
2026232,31145,,,5M05,AC to DC high link ,1,,
2026233,31145,,,LM340,XX –positive voltage regulator,3,,
2026234,31145,,,LM2576,XX – XX voltage regulator,40,,
2026235,31145,,,LM350T,Voltage regulator,1,,
2026236,31151,,,7805,5V Regulator,1,,
2026237,31151,,,7806,6V Regulator,1,,
2026238,31151,,,7808,8V Regulator,1,,
2026239,31151,,,7809,9V Regulator,25,,
2026240,31152,,,7908,Negative 8V Regulator,4,,
2026241,31152,,,7905,Negative 5V Regulator,1,,
2026242,31152,,,7909,Negative 9V Regulator,1,,
2026243,31153,,,7912,Negative 12V Regulator,25,,
2026244,31153,,,7812,12V Regulator,30,,
2026245,31154,,,7915,Negative 15V Regulator,7,,
2026246,31154,,,7815,15V Regulator,25,,
2026247,31155,,,L293D,Motor Driver,3,,
2026248,31211,,,4008,Adder ,40,,
2026249,31212,,,CD4016,Quad Bilateral Switch,30,,
2026250,31213,,,CD4017,Decade Counter/Divider,20,,
2026251,31213,,,CD4018,Presettable Divide-by-N Counter,5,,
2026252,31214,,,CD4046,Micropower Phase-locked Loop,40,,
2026253,31214,,,CD4047,Monostable/Astable Multivibrator,2,,
2026254,31215,,,CD4051,Single 8-channel Multiplexer/Demultiplexer,25,,
2026255,31215,,,CD4060,"14-stage ripple-carry binary counter, divider, and oscillator",8,,
2026256,31221,,,CD4075,Triple 3-Input OR Gate,20,,
2026257,31222,,,CD4076,4 Bit D type register with 3 outputs,65,,
2026258,31223,,,CD4077,Quad EXCLUSIVE-NOR Gate,15,,
2026259,31223,,,CD4078,8-Input NOR Gate,10,,
2026260,31224,,,CD4094,8-stage Shift-and-Store Bus Register,30,,
2026261,31225,,,CD4093,Quad 2-Input NAND Schmitt Trigger,10,,
2026262,31225,,,CD4098,Dual monostable Multivibrator,6,,
2026263,31231,,,CD4067,16-channel multiplexer or demultiplexer,2,,
2026264,31231,,,CD4069,Hex Inverter,5,,
2026265,31231,,,CD4072,Dual 4-Input OR Gate,15,,
2026266,31232,,,CD4081,Quad 2-Input AND Gate,40,,
2026267,31233,,,CD4035,4-bit parallel-in parallel-out shift register,45,,
2026268,31234,,,CD4029,Binary-Decade Up-Down Counter,50,,
2026269,31235,,,74LS10,Triple 3-input NAND Gate,70,,
2026270,31241,,,74LS154,4 to 16 Line Decoder/Demultiplexer,30,,
2026271,31242,,,74LS181,Arithmetic Logic Unit/Function Generator,30,,
2026272,31243,Picture,https://www.amazon.in/Amplifier-Precision-Selectable-Microcontroller-Projects/dp/B0FBLF45XV,HX711,24bit ADC,2,,
2026273,31243,,,ADC0800,8 Bit analog to digital converter,5,,
2026274,31245,,,UM2/FT66T,Melody gnerator ,1,,
2026275,31245,,,ULN2003,"16-pin integrated circuit containing seven high-voltage, high-current NPN Darlington transistor arrays Module",1,,
2026276,31245,,,CM8870,DTMF decoder,1,,
2026277,31245,,,HT12D,DTMF decoder,12,,
2026278,31245,,,HT12E,DTMF encoder,9,,
2026279,31245,,,UM9125B,DTMF and pulse dialer,1,,
2026280,31251,,,74LS192,Decade Up/Down Counter with Clear,15,,
2026281,31251,,,MOC7811,sppeed controlled encoder,8,,
2026282,31252,,,AMTMEGA328,"low-power, 8-bit AVR RISC microcontroller from Microchip Technology (formerly Atmel).",18,,
2026283,31253,,,ATMEGA16,8-bit Microchip Technology AVR RISC-based microcontroller,20,,
2026284,31255,,,8251,USART,60,,
2026285,32311,,,BTA12,TRIAC,6,,
2026286,32312,,,XR2206,function generator IC,1,,
2026287,32312,,,UJT2646,unipolar transistor,40,,
2026288,32312,Picture,https://robu.in/product/ina128ua-2k5-texas-instruments-5na-50uv-1-3mhz-120db-single-channel-soic-8-150mil-instrumentation-amplifiers-rohs/?gad_source=1&gad_campaignid=17427802703&gbraid=0AAAAADvLFWdNgSbSW0s4qMR6wcpOuUFaN&gclid=Cj0KCQjw1ZjOBhCmARIsADDuFTAygtjTocbY3kv4INRRZsMCRfqb4F6G_E6E551ndy_4EvpvYhATolsaAsszEALw_wcB,INA128,Instrumentation amplifier,1,,
2026289,32313,,,TDA3653,SIL IC for Vertical deflection CRT purpose,12,,
2026290,32313,,,TYN604,SCR,35,,
2026291,32313,,,TYN612,SCR,2,,
2026292,32313,,,XL0840,sensitive Gate SCR,22,,
2026293,32313,,,SCRC106M,SCR,7,,
2026294,32314,,,AD590,Temperature transducer,60,,
2026295,32314,,,AD633,Analog Multiplier,8,,
2026296,32314,,,TDA2030-14W,Hi-Fi AUDIO AMPLIFIER(Class AB),10,,
2026297,32315,,,Inductor coil using in radio tunning,Coils,40,,
2026298,32321,,,565,Phase locked loop,15,,
2026299,32322,,,8038,Function Generator ,15,,
2026300,32322,,,AD624AD,LN ins amp,1,,
2026301,32322,,,KA331,voltage to frequency converter,1,,
2026302,32325,,,1496,Balanced modulator,60,,
2026303,32331,,,MAX232,DUAL EIA-232Drivers/Receivers,25,,
2026304,32332,,,2N5461,JFET p channel low level audio amp,3,,
2026305,32332,,,BFW10,FET,30,,
2026306,32333,,,,Crystal OScillator 10MHz,15,,
2026307,32334,,,,Metal diode,3,,
2026308,32334,,,,Rectifier diode,5,,
2026309,32335,,,,Heat sink SL100 key,70,,
2026310,32341,,,,Condenser Mic,1,,
2026311,61,,,,heat sink screws,40,,
2026312,32342,,,741,Operational Amplifier,2,,
2026313,32342,,,LMC6482IN,"LV,UL bias current CMOS dual Opamp",1,,
2026314,32342,,,MC1458,Dual Operational Amplifier,2,,
2026315,32342,,,TC4427,High speed MoSFET driver,2,,
2026316,32343,,,LM386,Low Voltage Audio Power Amplifier,1,,
2026317,32343,,,LM358,Low Power Dual Op-Amp,1,,
2026318,32343,,,LM311,Voltage comparator,1,,
2026319,32343,,,LS2822L,LV dual audio Power Amp,1,,
2026320,32343,Picture,https://robu.in/product/lm393-smd-smt-low-power-low-offset-voltage-dual-comparator/,LM393,Comparator IC,1,,
2026321,32411,,,74LS14,Hex Inverter Schmitt Trigger,100,,
2026322,32412,,,74LS20,Dual 4-input NAND Gate,35,,
2026323,32413,,,74LS21,Dual 4-input AND Gate,25,,
2026324,32414,,,74LS23,Dual 4 Input NOR Gate,15,,
2026325,32415,,,74LS27,Triple 3-input NOR Gate,70,,
2026326,32421,,,74LS30,8-input NAND Gate,30,,
2026327,32422,,,74LS42,BCD to Decimal Decoder,45,,
2026328,32423,,,74LS47,BCD to 7-segment Decoder/Driver (Open Collector),45,,
2026329,32424,,,74LS73,Dual JK Flip-Flop with Clear,95,,
2026330,32424,,,74LS85,4-bit Magnitude Comparator,25,,
2026331,32425,,,74LS74,Dual D-Type Flip-Flop,70,,
2026332,32431,,,74LS75,4-bit Bi-Stable Latch,20,,
2026333,32432,,,74LS76,Dual JK Flip-Flop with Preset and Clear,75,,
2026334,32433,,,74LS83,4-bit Binary Full Adder,70,,
2026335,32435,,,74LS90,Decade Counter,30,,
2026336,32441,,,74LS92,Divide-by-12 Counter,22,,
2026337,32442,,,74LS95,4-bit Parallel-access Shift Register,45,,
2026338,32443,,,74LS373,Octal D type Latch,6,,
2026339,32443,,,74LS107,Dual J-K positive Edged Flip-Flop ,20,,
2026340,32443,,,74LS109,Dual J-K Positive Edge-triggered Flip-Flop,3,,
2026341,32443,,,74LS112,Dual J-K Negative Edge-triggered Flip-Flop,6,,
2026342,32443,,,74LS138,3 to 8 Decoder/Demultiplexer,4,,
2026343,32444,,,74LS126,Quad Bus Buffer Tri-State,5,,
2026344,32444,,,74LS147,10 to 4 Priority Encoder,30,,
2026345,32444,,,74LS148,8 to 3 Priority Encoder,15,,
2026346,33624,,,74LS139,2 to 4 Decoder/Demultiplexer,50,,
2026347,32445,,,74LS193,Binary Up-Down Counter,4,,
2026348,32445,,,MC14585,4 bit MAGNITUDE comparator,1,,
2026349,32451,,,MM74C26N,Quad 2 input XNOR,1,,
2026350,32452,,,74LS245,Octal Bus Transceiver Tri-State,8,,
2026351,32452,,,74LS257,Quad 2/1multiplixer with 3 state output,1,,
2026352,32453,,,74LS395,4 Bit cascadable shift register,12,,
2026353,52111,,,,Vibration sensor,9,,
2026354,52111,Picture,https://www.amazon.in/Electrobot-10000-Vibration-Motors-Vibrating/dp/B09TTFW9BJ?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1P9ZW4IHIOLEJ&th=1,,Vibration motors,0,,
2026355,52112,,,,BP sensor,2,,
2026356,52113,Picture,https://robocraze.com/products/30a-acs712-current-sensor?variant=40193329234073&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=googleads&utm_medium=ppc&utm_campaign=23777811270&utm_content=_&utm_term=&campaignid=23777811270&adgroupid=&campaign=23777811270&gad_source=1&gad_campaignid=23783204636&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-hLzgMj1-gkX_-KfKv_Ja5oTWdzei7jhIWJuhjXruIEEXspJZAkthRoCeZUQAvD_BwE,ACS712,Current sensor,24,,
2026357,52114,Picture,https://amzn.in/d/0fwgrMqp,HC05,Bluetooth Module,32,,
2026358,52115,Picture,https://sensorkit.joy-it.net/en/sensors/ky-005,KY005,IR transmitter module,8,,
2026359,52121,Picture,https://www.flyrobo.in/tp4056-1a-li-ion-lithium-battery-charging-module-with-current-protection-type-c?tracking=ads&tracking=4a9a9a&gad_source=1&gad_campaignid=17426303996&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-hYqC2Q5JuBjfVBHy-0CuJrZ7BFcvbMKlxsaoT0_28vj2LSNRNuyZhoC4m8QAvD_BwE,4056,charging protection module,1,,
2026360,52121,Picture,https://robocraze.com/products/7semi-solar-charger-module-for-3-7v-single-cell-li-ion-battery-cn3791-mppt?variant=52662727082208&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOooJKVA2Yg_L_Bqdiwe9qMabZnM3UNDKqsoHF61PG6hhKP5c1fkSfUo,,Solar charge module ,1,,
2026361,52122,Picture,https://www.google.com/search?q=Hall+effect+sensor&client=firefox-b-d&hs=0XjV&sca_esv=4dd081c4c07b0b1c&udm=2&biw=1366&bih=643&sxsrf=APpeQnvGUCLLFWV2vFflBKh5nTasylzaRw%3A1786087155741&ei=84Z1aub7LMHBp84PxYSioA0&uact=5&oq=Hall+effect+sensor&gs_lp=Egtnd3Mtd2l6LWltZyISSGFsbCBlZmZlY3Qgc2Vuc29yMggQABiABBixAzIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEj_DVCLBViTCnACeACQAQCYAV6gAV6qAQExuAEDyAEA-AEB-AECmAIDoAKbAagCCsICDBAAGIAEGAoYCxixA8ICCRAAGIAEGAoYC8ICChAjGMkCGOoCGCeYAyHiAwUSATEgQIgGAZIHAzIuMaAH_QSyBwMwLjG4B2rCBwcyLTEuMS4xyAcugAgB&sclient=gws-wiz-img,,Hall effect sensor module,5,,
2026362,52122,,,3144SV6,hall effect sensor,2,,
2026363,52123,Picture,https://amzn.in/d/0hFvYNcB,,flex sensor,20,,
2026364,52124,Picture,https://www.desertcart.in/products/483373189-taidacent-microwave-radar-sensor-module-human-induction-module-smart-sensor?gad_source=1&gad_campaignid=23077216304&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-jsWdqS9Ji_-bopM8K_C0TmFlXbAp5m6jvuv2KtXjcMB5SusXDQxuhoCTOQQAvD_BwE,,Microwave motion radar,2,,
2026365,52125,Picture,https://amzn.in/d/0edi1LnE,,IR Flame sensor,6,,
2026366,52131,,,,OLED 2 inch,4,,
2026367,52131,,,,OLED 1.3 inch,4,,
2026368,52132,Picture,https://amzn.in/d/0gqDIz68,,Matrix display,5,,
2026369,52132,Picture,https://robu.in/product/lm3914-dot-bar-display-driver-ic-dip-18-package/,,LM3914 display driver,7,,
2026370,52133,Picture,https://zbotic.in/product/ttp224-4-way-capacitive-touch-switch-module/?gad_source=1&gad_campaignid=20903026778&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-u01gbzj1dHOIxzRtcM3zVY7tNf1gODfMvvvou3qxzxtsRXpna69GxoCfywQAvD_BwE,TTP224,Capacitive touch switch,3,,
2026371,52134,Picture,https://robocraze.com/products/ds3231-real-time-clock-memory-module?variant=40194393866393&country=IN&currency=INR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&utm_source=googleads&utm_medium=ppc&utm_campaign=24015522380&utm_content=_&utm_term=&campaignid=24015522380&adgroupid=&campaign=24015522380&gad_source=1&gad_campaignid=24010578954&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-uTNfF3dPEUJFG-05ejStQFI85bUlQ0H6_LdU6jx0SBJGSiX1rNujRoCuYwQAvD_BwE,,Real time clk module,2,,
2026372,52135,,,,Impact sensor module,2,,
2026373,52135,,,,pressure force sensor,1,,
2026374,52135,Picture,https://www.amazon.in/Weight-Sensor-Digital-Measurement-Applications/dp/B0FKN19F43,,STRAIGHT bar load cell 10KG,1,,
2026375,52135,,,BE001,Load cell 50KG,1,,
2026376,52135,Picture,https://robokits.co.in/sensors/force-flex-and-pressure/hx710b-air-pressure-0-40kpa-sensor-module-high-precision-air-pressure-waterlevel-sensor-digital-spi-interface?srsltid=AfmBOorMc1coOCi04B1X0x6k_PoOh03Ew_FZpOPDTDMm1Pm0Gosq0EcpMcQ,,Air pressure sensor,2,,
2026377,52141,Picture,https://www.olimex.com/Products/IoT/LoRa/LoRa-STM32WL-DevKit/open-source-hardware,,LORA module -525 MHz,3,,
2026378,52141,,,,LORA module -433 MHz,2,,
2026379,52142,Picture,https://www.desertcart.in/products/570935255-waterproof-temperature-sensor-i2c-output-measuring-humidity-digital-thermal-stainless?gad_source=1&gad_campaignid=23077216304&gclid=CjwKCAjwhNbTBhB4EiwAsFSg-k55vV9ryoLIbMci_vgPLnIUZZ_OGg21YUKRr0sr14yjOZVldCjf7RoCnnwQAvD_BwE,,water proof piezo electric sensor,4,,
2026380,52143,Picture,https://robokits.co.in/sensors/light-sensor/bh1750-light-intensity-module?srsltid=AfmBOorDqULajITSCK5dsrtmbywPXztTw_pScXRgCVh2IfSo--yPGyYy6-4,BH1750 ,light sensor,2,,
2026381,52143,,,TCS34725,RGB sensor,1,,
